Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Longitudinal association between infant disorganized attachment and childhood posttraumatic stress symptoms.","/pubmed/18423091","MacDonald HZ, Beeghly M, Grant-Knight W, Augustyn M, Woods RW, Cabral H, Rose-Jacobs R, Saxe GN, Frank DA.","Dev Psychopathol. 2008 Spring;20(2):493-508. doi: 10.1017/S0954579408000242. Erratum in: Dev Psychopathol. 2008 Fall;20(4):1351. ","Dev Psychopathol.  2008","PubMed","citation","PMID:18423091 | PMCID:PMC2430632","pubmed","18423091","create date:2008/04/22 | first author:MacDonald HZ",
"Mental health of Somali adolescent refugees: the role of trauma, stress, and perceived discrimination.","/pubmed/18377116","Ellis BH, MacDonald HZ, Lincoln AK, Cabral HJ.","J Consult Clin Psychol. 2008 Apr;76(2):184-93. doi: 10.1037/0022-006X.76.2.184.","J Consult Clin Psychol.  2008","PubMed","citation","PMID:18377116","pubmed","18377116","create date:2008/04/02 | first author:Ellis BH",
"Volumetric MRI study of brain in children with intrauterine exposure to cocaine, alcohol, tobacco, and marijuana.","/pubmed/18381539","Rivkin MJ, Davis PE, Lemaster JL, Cabral HJ, Warfield SK, Mulkern RV, Robson CD, Rose-Jacobs R, Frank DA.","Pediatrics. 2008 Apr;121(4):741-50. doi: 10.1542/peds.2007-1399.","Pediatrics.  2008","PubMed","citation","PMID:18381539 | PMCID:PMC2562785","pubmed","18381539","create date:2008/04/03 | first author:Rivkin MJ",
"Birth order and breastfeeding initiation: results of a national survey.","/pubmed/18333765","Taylor JS, Geller L, Risica PM, Kirtania U, Cabral HJ.","Breastfeed Med. 2008 Mar;3(1):20-7. doi: 10.1089/bfm.2007.0006.","Breastfeed Med.  2008","PubMed","citation","PMID:18333765","pubmed","18333765","create date:2008/03/13 | first author:Taylor JS",
"Multiple comparisons procedures.","/pubmed/18250280","Cabral HJ.","Circulation. 2008 Feb 5;117(5):698-701. doi: 10.1161/CIRCULATIONAHA.107.700971. No abstract available. ","Circulation.  2008","PubMed","citation","PMID:18250280","pubmed","18250280","create date:2008/02/06 | first author:Cabral HJ",
"Anxiogenic effects of cocaine withdrawal in zebrafish.","/pubmed/17889042","López-Patiño MA, Yu L, Cabral H, Zhdanova IV.","Physiol Behav. 2008 Jan 28;93(1-2):160-71.","Physiol Behav.  2008","PubMed","citation","PMID:17889042","pubmed","17889042","create date:2007/09/25 | first author:López-Patiño MA",
"Using the case mix of pressure ulcer healing to evaluate nursing home performance.","/pubmed/18583308","Kapoor A, Kader B, Cabral H, Ash AS, Berlowitz D.","Am J Med Qual. 2008 Sep-Oct;23(5):342-9. doi: 10.1177/1062860608316109.","Am J Med Qual.  2008","PubMed","citation","PMID:18583308","pubmed","18583308","create date:2008/06/28 | first author:Kapoor A",
"Novel adhesive skin closures improve wound healing following saphenous vein harvesting.","/pubmed/18304131","Lazar HL, McCann J, Fitzgerald CA, Thompson J, Bao Y, Cabral HJ.","J Card Surg. 2008 Mar-Apr;23(2):152-5. doi: 10.1111/j.1540-8191.2007.00563.x.","J Card Surg.  2008","PubMed","citation","PMID:18304131","pubmed","18304131","create date:2008/02/29 | first author:Lazar HL",
"Lifetime and during pregnancy experience of violence and the risk of low birth weight and preterm birth.","/pubmed/18984508","Fried LE, Cabral H, Amaro H, Aschengrau A.","J Midwifery Womens Health. 2008 Nov-Dec;53(6):522-8. doi: 10.1016/j.jmwh.2008.07.018.","J Midwifery Womens Health.  2008","PubMed","citation","PMID:18984508","pubmed","18984508","create date:2008/11/06 | first author:Fried LE",
"Injury: a major cause of pregnancy-associated morbidity in Massachusetts.","/pubmed/18164428","Nannini A, Lazar J, Berg C, Tomashek K, Cabral H, Barger M, Barfield W, Kotelchuck M.","J Midwifery Womens Health. 2008 Jan-Feb;53(1):3-10. doi: 10.1016/j.jmwh.2007.07.018.","J Midwifery Womens Health.  2008","PubMed","citation","PMID:18164428","pubmed","18164428","create date:2008/01/01 | first author:Nannini A",
"Physical injuries reported on hospital visits for assault during the pregnancy-associated period.","/pubmed/18496099","Nannini A, Lazar J, Berg C, Barger M, Tomashek K, Cabral H, Barfield W, Kotelchuck M.","Nurs Res. 2008 May-Jun;57(3):144-9. doi: 10.1097/01.NNR.0000319502.97864.0e.","Nurs Res.  2008","PubMed","citation","PMID:18496099","pubmed","18496099","create date:2008/05/23 | first author:Nannini A",
"Patient follow-up in primary care after behavioral health screening in an urban public hospital system: a prospective, observational study of 2686 patients.","/pubmed/19287550","Gerber MR, Cabral HJ, Suglia SF, Joseph RC, Fried LE.","Prim Care Companion J Clin Psychiatry. 2008;10(6):430-4.","Prim Care Companion J Clin Psychiatry.  2008","PubMed","citation","PMID:19287550 | PMCID:PMC2644477","pubmed","19287550","create date:2008/01/01 | first author:Gerber MR",
"Irritable bowel syndrome and hysterectomy: a sequence symmetry analysis.","/pubmed/18049197","Cole JA, Farraye FA, Cabral HJ, Zhang Y, Rothman KJ.","Epidemiology. 2007 Nov;18(6):837-8. No abstract available. ","Epidemiology.  2007","PubMed","citation","PMID:18049197","pubmed","18049197","create date:2007/12/01 | first author:Cole JA",
"Socioemotional effects of fathers' incarceration on low-income, urban, school-aged children.","/pubmed/17766508","Wilbur MB, Marani JE, Appugliese D, Woods R, Siegel JA, Cabral HJ, Frank DA.","Pediatrics. 2007 Sep;120(3):e678-85.","Pediatrics.  2007","PubMed","citation","PMID:17766508 | PMCID:PMC2423929","pubmed","17766508","create date:2007/09/04 | first author:Wilbur MB",
"Multiple consecutive lavage samplings reveal greater burden of disease and provide direct access to the nontypeable Haemophilus influenzae biofilm in experimental otitis media.","/pubmed/17517860","Leroy M, Cabral H, Figueira M, Bouchet V, Huot H, Ram S, Pelton SI, Goldstein R.","Infect Immun. 2007 Aug;75(8):4158-72.","Infect Immun.  2007","PubMed","citation","PMID:17517860 | PMCID:PMC1952021","pubmed","17517860","create date:2007/05/23 | first author:Leroy M",
"Living with HIV but without medical care: barriers to engagement.","/pubmed/17594252","Tobias CR, Cunningham W, Cabral HD, Cunningham CO, Eldred L, Naar-King S, Bradford J, Sohler NL, Wong MD, Drainoni ML.","AIDS Patient Care STDS. 2007 Jun;21(6):426-34.","AIDS Patient Care STDS.  2007","PubMed","citation","PMID:17594252","pubmed","17594252","create date:2007/06/28 | first author:Tobias CR",
"Yoga Asana sessions increase brain GABA levels: a pilot study.","/pubmed/17532734","Streeter CC, Jensen JE, Perlmutter RM, Cabral HJ, Tian H, Terhune DB, Ciraulo DA, Renshaw PF.","J Altern Complement Med. 2007 May;13(4):419-26.","J Altern Complement Med.  2007","PubMed","citation","PMID:17532734","pubmed","17532734","create date:2007/05/30 | first author:Streeter CC",
"Utilization of health care services in hard-to-reach marginalized HIV-infected individuals.","/pubmed/17428185","Cunningham CO, Sohler NL, Wong MD, Relf M, Cunningham WE, Drainoni ML, Bradford J, Pounds MB, Cabral HD.","AIDS Patient Care STDS. 2007 Mar;21(3):177-86.","AIDS Patient Care STDS.  2007","PubMed","citation","PMID:17428185","pubmed","17428185","create date:2007/04/13 | first author:Cunningham CO",
"Maternal outcomes associated with planned primary cesarean births compared with planned vaginal births.","/pubmed/17329519","Declercq E, Barger M, Cabral HJ, Evans SR, Kotelchuck M, Simon C, Weiss J, Heffner LJ.","Obstet Gynecol. 2007 Mar;109(3):669-77.","Obstet Gynecol.  2007","PubMed","citation","PMID:17329519","pubmed","17329519","create date:2007/03/03 | first author:Declercq E",
"Incidence of IBS in a cohort of people with asthma.","/pubmed/17211701","Cole JA, Rothman KJ, Cabral HJ, Zhang Y, Farraye FA.","Dig Dis Sci. 2007 Feb;52(2):329-35.","Dig Dis Sci.  2007","PubMed","citation","PMID:17211701","pubmed","17211701","create date:2007/01/11 | first author:Cole JA",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Program design and evaluation strategies for the Special Projects of National Significance Outreach Initiative.","/pubmed/17563295","Rajabiun S, Cabral H, Tobias C, Relf M.","AIDS Patient Care STDS. 2007;21 Suppl 1:S9-19.","AIDS Patient Care STDS.  2007","PubMed","citation","PMID:17563295","pubmed","17563295","create date:2007/08/01 | first author:Rajabiun S",
"Type and pattern of illicit drug use and access to health care services for HIV-infected people.","/pubmed/17563292","Sohler NL, Wong MD, Cunningham WE, Cabral H, Drainoni ML, Cunningham CO.","AIDS Patient Care STDS. 2007;21 Suppl 1:S68-76.","AIDS Patient Care STDS.  2007","PubMed","citation","PMID:17563292","pubmed","17563292","create date:2007/08/01 | first author:Sohler NL",
"Outreach program contacts: do they increase the likelihood of engagement and retention in HIV primary care for hard-to-reach patients?","/pubmed/17563291","Cabral HJ, Tobias C, Rajabiun S, Sohler N, Cunningham C, Wong M, Cunningham W.","AIDS Patient Care STDS. 2007;21 Suppl 1:S59-67.","AIDS Patient Care STDS.  2007","PubMed","citation","PMID:17563291","pubmed","17563291","create date:2007/08/01 | first author:Cabral HJ",
"Retention in care of persons newly diagnosed with HIV: outcomes of the Outreach Initiative.","/pubmed/17563289","Naar-King S, Bradford J, Coleman S, Green-Jones M, Cabral H, Tobias C.","AIDS Patient Care STDS. 2007;21 Suppl 1:S40-8.","AIDS Patient Care STDS.  2007","PubMed","citation","PMID:17563289","pubmed","17563289","create date:2007/08/01 | first author:Naar-King S",
"Factors associated with engaging socially marginalized HIV-positive persons in primary care.","/pubmed/17563288","Rumptz MH, Tobias C, Rajabiun S, Bradford J, Cabral H, Young R, Cunningham WE.","AIDS Patient Care STDS. 2007;21 Suppl 1:S30-9.","AIDS Patient Care STDS.  2007","PubMed","citation","PMID:17563288","pubmed","17563288","create date:2007/08/01 | first author:Rumptz MH",
"Systemic cytokines, clinical and physiological changes in patients hospitalized for exacerbation of COPD.","/pubmed/17218554","Pinto-Plata VM, Livnat G, Girish M, Cabral H, Masdin P, Linacre P, Dew R, Kenney L, Celli BR.","Chest. 2007 Jan;131(1):37-43.","Chest.  2007","PubMed","citation","PMID:17218554","pubmed","17218554","create date:2007/01/16 | first author:Pinto-Plata VM",
"Pre-natal exposures to cocaine and alcohol and physical growth patterns to age 8 years.","/pubmed/17412558","Lumeng JC, Cabral HJ, Gannon K, Heeren T, Frank DA.","Neurotoxicol Teratol. 2007 Jul-Aug;29(4):446-57.","Neurotoxicol Teratol.  2007","PubMed","citation","PMID:17412558 | PMCID:PMC2227319","pubmed","17412558","create date:2007/04/07 | first author:Lumeng JC",
"Health services utilization for people with HIV infection: comparison of a population targeted for outreach with the U.S. population in care.","/pubmed/17063136","Cunningham WE, Sohler NL, Tobias C, Drainoni ML, Bradford J, Davis C, Cabral HJ, Cunningham CO, Eldred L, Wong MD.","Med Care. 2006 Nov;44(11):1038-47.","Med Care.  2006","PubMed","citation","PMID:17063136","pubmed","17063136","create date:2006/10/26 | first author:Cunningham WE",
"Migraine, fibromyalgia, and depression among people with IBS: a prevalence study.","/pubmed/17007634","Cole JA, Rothman KJ, Cabral HJ, Zhang Y, Farraye FA.","BMC Gastroenterol. 2006 Sep 28;6:26.","BMC Gastroenterol.  2006","PubMed","citation","PMID:17007634 | PMCID:PMC1592499","pubmed","17007634","create date:2006/09/30 | first author:Cole JA",
"A comparison of maternal interview and medical record ascertainment of violence among women who had poor pregnancy outcomes.","/pubmed/16802190","Fried LE, Aschengrau A, Cabral H, Amaro H.","Matern Child Health J. 2006 Sep;10(5):451-60.","Matern Child Health J.  2006","PubMed","citation","PMID:16802190","pubmed","16802190","create date:2006/06/28 | first author:Fried LE",
"Maternal depression and violence exposure: double jeopardy for child school functioning.","/pubmed/16950968","Silverstein M, Augustyn M, Cabral H, Zuckerman B.","Pediatrics. 2006 Sep;118(3):e792-800.","Pediatrics.  2006","PubMed","citation","PMID:16950968","pubmed","16950968","create date:2006/09/05 | first author:Silverstein M",
"Duration of breastfeeding among first-time mothers in the United States: results of a national survey.","/pubmed/16882573","Taylor JS, Risica PM, Geller L, Kirtania U, Cabral HJ.","Acta Paediatr. 2006 Aug;95(8):980-4.","Acta Paediatr.  2006","PubMed","citation","PMID:16882573","pubmed","16882573","create date:2006/08/03 | first author:Taylor JS",
"Screening for PTSD among Somali adolescent refugees: psychometric properties of the UCLA PTSD Index.","/pubmed/16929510","Ellis BH, Lhewa D, Charney M, Cabral H.","J Trauma Stress. 2006 Aug;19(4):547-51.","J Trauma Stress.  2006","PubMed","citation","PMID:16929510","pubmed","16929510","create date:2006/08/25 | first author:Ellis BH",
"Preadolescents' report of exposure to violence: association with friends' and own substance use.","/pubmed/16730594","Joseph NP, Augustyn M, Cabral H, Frank DA.","J Adolesc Health. 2006 Jun;38(6):669-74.","J Adolesc Health.  2006","PubMed","citation","PMID:16730594 | PMCID:PMC2423323","pubmed","16730594","create date:2006/05/30 | first author:Joseph NP",
"Visual association pathology in preclinical Alzheimer disease.","/pubmed/16783172","McKee AC, Au R, Cabral HJ, Kowall NW, Seshadri S, Kubilus CA, Drake J, Wolf PA.","J Neuropathol Exp Neurol. 2006 Jun;65(6):621-30.","J Neuropathol Exp Neurol.  2006","PubMed","citation","PMID:16783172","pubmed","16783172","create date:2006/06/20 | first author:McKee AC",
"Age-related molecular reorganization at the node of Ranvier.","/pubmed/16485288","Hinman JD, Peters A, Cabral H, Rosene DL, Hollander W, Rasband MN, Abraham CR.","J Comp Neurol. 2006 Apr 1;495(4):351-62.","J Comp Neurol.  2006","PubMed","citation","PMID:16485288 | PMCID:PMC4444368","pubmed","16485288","create date:2006/02/18 | first author:Hinman JD",
"Developmental differences in risk factors for suicide attempts between ninth and eleventh graders.","/pubmed/16704321","Hacker KA, Suglia SF, Fried LE, Rappaport N, Cabral H.","Suicide Life Threat Behav. 2006 Apr;36(2):154-66.","Suicide Life Threat Behav.  2006","PubMed","citation","PMID:16704321","pubmed","16704321","create date:2006/05/18 | first author:Hacker KA",
"Suicidal ideation among urban nine and ten year olds.","/pubmed/16511366","O'Leary CC, Frank DA, Grant-Knight W, Beeghly M, Augustyn M, Rose-Jacobs R, Cabral HJ, Gannon K.","J Dev Behav Pediatr. 2006 Feb;27(1):33-9.","J Dev Behav Pediatr.  2006","PubMed","citation","PMID:16511366 | PMCID:PMC2373274","pubmed","16511366","create date:2006/03/03 | first author:O'Leary CC",
"Neighborhood safety and overweight status in children.","/pubmed/16389207","Lumeng JC, Appugliese D, Cabral HJ, Bradley RH, Zuckerman B.","Arch Pediatr Adolesc Med. 2006 Jan;160(1):25-31.","Arch Pediatr Adolesc Med.  2006","PubMed","citation","PMID:16389207","pubmed","16389207","create date:2006/01/04 | first author:Lumeng JC",
"Prenatal cocaine exposure and children's language functioning at 6 and 9.5 years: moderating effects of child age, birthweight, and gender.","/pubmed/15843502","Beeghly M, Martin B, Rose-Jacobs R, Cabral H, Heeren T, Augustyn M, Bellinger D, Frank DA.","J Pediatr Psychol. 2006 Jan-Feb;31(1):98-115.","J Pediatr Psychol.  2006","PubMed","citation","PMID:15843502 | PMCID:PMC2399902","pubmed","15843502","create date:2005/04/22 | first author:Beeghly M",
"Quantitative serum free light chain assay in the diagnostic evaluation of AL amyloidosis.","/pubmed/16399645","Akar H, Seldin DC, Magnani B, O'Hara C, Berk JL, Schoonmaker C, Cabral H, Dember LM, Sanchorawala V, Connors LH, Falk RH, Skinner M.","Amyloid. 2005 Dec;12(4):210-5.","Amyloid.  2005","PubMed","citation","PMID:16399645","pubmed","16399645","create date:2006/01/10 | first author:Akar H",
"Applying a transtheoretical behavioral change model to HIV/STD and pregnancy prevention in adolescent clinics.","/pubmed/16115574","Hacker K, Brown E, Cabral H, Dodds D.","J Adolesc Health. 2005 Sep;37(3 Suppl):S80-93.","J Adolesc Health.  2005","PubMed","citation","PMID:16115574","pubmed","16115574","create date:2005/08/24 | first author:Hacker K",
"Missed appointment rates in primary care: the importance of site of care.","/pubmed/16118837","Lasser KE, Mintzer IL, Lambert A, Cabral H, Bor DH.","J Health Care Poor Underserved. 2005 Aug;16(3):475-86.","J Health Care Poor Underserved.  2005","PubMed","citation","PMID:16118837","pubmed","16118837","create date:2005/08/25 | first author:Lasser KE",
"Intrapulmonary percussive ventilation vs incentive spirometry for children with neuromuscular disease.","/pubmed/15939850","Reardon CC, Christiansen D, Barnett ED, Cabral HJ.","Arch Pediatr Adolesc Med. 2005 Jun;159(6):526-31.","Arch Pediatr Adolesc Med.  2005","PubMed","citation","PMID:15939850","pubmed","15939850","create date:2005/06/09 | first author:Reardon CC",
"Heterosexual behavioral maintenance and change following HIV counseling and testing.","/pubmed/15723897","Amaro H, Morrill AC, Dai J, Cabral H, Raj A.","J Health Psychol. 2005 Mar;10(2):287-300.","J Health Psychol.  2005","PubMed","citation","PMID:15723897","pubmed","15723897","create date:2005/02/23 | first author:Amaro H",
"Aprotinin decreases ischemic damage during coronary revascularization.","/pubmed/16309402","Lazar HL, Bao Y, Tanzillo L, O'Gara P, Reardon D, Price D, Crowley R, Cabral HJ.","J Card Surg. 2005 Nov-Dec;20(6):519-23.","J Card Surg.  2005","PubMed","citation","PMID:16309402","pubmed","16309402","create date:2005/11/29 | first author:Lazar HL",
"Level of prenatal cocaine exposure and 48-month IQ: importance of preschool enrichment.","/pubmed/15681118","Frank DA, Rose-Jacobs R, Beeghly M, Wilbur M, Bellinger D, Cabral H.","Neurotoxicol Teratol. 2005 Jan-Feb;27(1):15-28.","Neurotoxicol Teratol.  2005","PubMed","citation","PMID:15681118","pubmed","15681118","create date:2005/02/01 | first author:Frank DA",
"Lung volume reduction surgery: a meta-analysis of randomized clinical trials.","/pubmed/15987235","Berger RL, Wood KA, Cabral HJ, Goodnight-White S, Ingenito EP, Gray A, Miller J, Springmeyer SC.","Treat Respir Med. 2005;4(3):201-9.","Treat Respir Med.  2005","PubMed","citation","PMID:15987235","pubmed","15987235","create date:2005/07/01 | first author:Berger RL",
"Alcohol consumption and the prevalence of the Metabolic Syndrome in the US.: a cross-sectional analysis of data from the Third National Health and Nutrition Examination Survey.","/pubmed/15562213","Freiberg MS, Cabral HJ, Heeren TC, Vasan RS, Curtis Ellison R; Third National Health and Nutrition Examination Survey..","Diabetes Care. 2004 Dec;27(12):2954-9.","Diabetes Care.  2004","PubMed","citation","PMID:15562213","pubmed","15562213","create date:2004/11/25 | first author:Freiberg MS",
"Age-related reduction in microcolumnar structure in area 46 of the rhesus monkey correlates with behavioral decline.","/pubmed/15520373","Cruz L, Roe DL, Urbanc B, Cabral H, Stanley HE, Rosene DL.","Proc Natl Acad Sci U S A. 2004 Nov 9;101(45):15846-51.","Proc Natl Acad Sci U S A.  2004","PubMed","citation","PMID:15520373 | PMCID:PMC528765","pubmed","15520373","create date:2004/11/03 | first author:Cruz L",
"Tight glycemic control in diabetic coronary artery bypass graft patients improves perioperative outcomes and decreases recurrent ischemic events.","/pubmed/15006999","Lazar HL, Chipkin SR, Fitzgerald CA, Bao Y, Cabral H, Apstein CS.","Circulation. 2004 Mar 30;109(12):1497-502.","Circulation.  2004","PubMed","citation","PMID:15006999","pubmed","15006999","create date:2004/03/10 | first author:Lazar HL",
"The body-mass index, airflow obstruction, dyspnea, and exercise capacity index in chronic obstructive pulmonary disease.","/pubmed/14999112","Celli BR, Cote CG, Marin JM, Casanova C, Montes de Oca M, Mendez RA, Pinto Plata V, Cabral HJ.","N Engl J Med. 2004 Mar 4;350(10):1005-12.","N Engl J Med.  2004","PubMed","citation","PMID:14999112","pubmed","14999112","create date:2004/03/05 | first author:Celli BR",
"The Movement Assessment of Infants (MAI) as a predictor of two-year neurodevelopmental outcome for infants born at term who are at social risk.","/pubmed/17057551","Rose-Jacobs R, Cabral H, Beeghly M, Brown ER, Frank DA.","Pediatr Phys Ther. 2004 Winter;16(4):212-21.","Pediatr Phys Ther.  2004","PubMed","citation","PMID:17057551","pubmed","17057551","create date:2006/10/24 | first author:Rose-Jacobs R",
"Association between clinically meaningful behavior problems and overweight in children.","/pubmed/14595059","Lumeng JC, Gannon K, Cabral HJ, Frank DA, Zuckerman B.","Pediatrics. 2003 Nov;112(5):1138-45.","Pediatrics.  2003","PubMed","citation","PMID:14595059","pubmed","14595059","create date:2003/11/05 | first author:Lumeng JC",
"Level of prenatal cocaine exposure and infant-caregiver attachment behavior.","/pubmed/12633734","Beeghly M, Frank DA, Rose-Jacobs R, Cabral H, Tronick E.","Neurotoxicol Teratol. 2003 Jan-Feb;25(1):23-38.","Neurotoxicol Teratol.  2003","PubMed","citation","PMID:12633734","pubmed","12633734","create date:2003/03/14 | first author:Beeghly M",
"Level of prenatal cocaine exposure and scores on the Bayley Scales of Infant Development: modifying effects of caregiver, early intervention, and birth weight.","/pubmed/12456912","Frank DA, Jacobs RR, Beeghly M, Augustyn M, Bellinger D, Cabral H, Heeren T.","Pediatrics. 2002 Dec;110(6):1143-52.","Pediatrics.  2002","PubMed","citation","PMID:12456912 | PMCID:PMC2366173","pubmed","12456912","create date:2002/11/29 | first author:Frank DA",
"Do ""we just know""? Masked assessors' ability to accurately identify children with prenatal cocaine exposure.","/pubmed/12394522","Rose-Jacobs R, Cabral H, Posner MA, Epstein J, Frank DA.","J Dev Behav Pediatr. 2002 Oct;23(5):340-6.","J Dev Behav Pediatr.  2002","PubMed","citation","PMID:12394522","pubmed","12394522","create date:2002/10/24 | first author:Rose-Jacobs R",
"Are women with an unintended pregnancy less likely to breastfeed?","/pubmed/12019050","Taylor JS, Cabral HJ.","J Fam Pract. 2002 May;51(5):431-6.","J Fam Pract.  2002","PubMed","citation","PMID:12019050","pubmed","12019050","create date:2002/05/23 | first author:Taylor JS",
"Forgotten fathers: an exploratory study of mothers' report of drug and alcohol problems among fathers of urban newborns.","/pubmed/12009489","Frank DA, Brown J, Johnson S, Cabral H.","Neurotoxicol Teratol. 2002 May-Jun;24(3):339-47.","Neurotoxicol Teratol.  2002","PubMed","citation","PMID:12009489","pubmed","12009489","create date:2002/05/16 | first author:Frank DA",
"Incidence of lagophthalmos after aponeurotic ptosis repair.","/pubmed/12045949","Tucker SM, Cabral H.","Orbit. 2000 Jun;19(2):61-66.","Orbit.  2000","PubMed","citation","PMID:12045949","pubmed","12045949","create date:2002/06/05 | first author:Tucker SM",
