Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Soft drink consumption and risk of developing cardiometabolic risk factors and the metabolic syndrome in middle-aged adults in the community.","/pubmed/17646581","Dhingra R, Sullivan L, Jacques PF, Wang TJ, Fox CS, Meigs JB, D'Agostino RB, Gaziano JM, Vasan RS.","Circulation. 2007 Jul 31;116(5):480-8. Erratum in: Circulation. 2007 Dec 4;116(23):e557. ","Circulation.  2007","PubMed","citation","PMID:17646581","pubmed","17646581","create date:2007/07/25 | first author:Dhingra R",
"Burden and prognostic importance of subclinical cardiovascular disease in overweight and obese individuals.","/pubmed/17620505","Ingelsson E, Sullivan LM, Fox CS, Murabito JM, Benjamin EJ, Polak JF, Meigs JB, Keyes MJ, O'Donnell CJ, Wang TJ, D'Agostino RB, Wolf PA, Vasan RS.","Circulation. 2007 Jul 24;116(4):375-84.","Circulation.  2007","PubMed","citation","PMID:17620505","pubmed","17620505","create date:2007/07/11 | first author:Ingelsson E",
"The effect of low body mass index on the development of gestational hypertension and preeclampsia.","/pubmed/17674263","Belogolovkin V, Eddleman KA, Malone FD, Sullivan L, Ball RH, Nyberg DA, Comstock CH, Hankins GD, Carter S, Dugoff L, Craigo SD, Timor-Tritsch IE, Carr SR, Wolfe HM, D'Alton ME.","J Matern Fetal Neonatal Med. 2007 Jul;20(7):509-13.","J Matern Fetal Neonatal Med.  2007","PubMed","citation","PMID:17674263","pubmed","17674263","create date:2007/08/04 | first author:Belogolovkin V",
"New scanning electron microscopic method for determination of adipocyte size in humans and mice.","/pubmed/17636083","Guo W, Bigornia S, Leizerman I, Xie W, McDonnell M, Clemente K, Pirtskhalava T, Kirkland JL, Gokce N, Corkey BE, Sullivan LM, Apovian CM.","Obesity (Silver Spring). 2007 Jul;15(7):1657-65.","Obesity (Silver Spring).  2007","PubMed","citation","PMID:17636083","pubmed","17636083","create date:2007/07/20 | first author:Guo W",
"Prevalence and prognostic impact of subclinical cardiovascular disease in individuals with the metabolic syndrome and diabetes.","/pubmed/17369522","Ingelsson E, Sullivan LM, Murabito JM, Fox CS, Benjamin EJ, Polak JF, Meigs JB, Keyes MJ, O'Donnell CJ, Wang TJ, D'Agostino RB Sr, Wolf PA, Vasan RS.","Diabetes. 2007 Jun;56(6):1718-26.","Diabetes.  2007","PubMed","citation","PMID:17369522","pubmed","17369522","create date:2007/03/21 | first author:Ingelsson E",
"Prediction of incident diabetes mellitus in middle-aged adults: the Framingham Offspring Study.","/pubmed/17533210","Wilson PW, Meigs JB, Sullivan L, Fox CS, Nathan DM, D'Agostino RB Sr.","Arch Intern Med. 2007 May 28;167(10):1068-74.","Arch Intern Med.  2007","PubMed","citation","PMID:17533210","pubmed","17533210","create date:2007/05/30 | first author:Wilson PW",
"Relations of serum phosphorus and calcium levels to the incidence of cardiovascular disease in the community.","/pubmed/17502528","Dhingra R, Sullivan LM, Fox CS, Wang TJ, D'Agostino RB Sr, Gaziano JM, Vasan RS.","Arch Intern Med. 2007 May 14;167(9):879-85.","Arch Intern Med.  2007","PubMed","citation","PMID:17502528","pubmed","17502528","create date:2007/05/16 | first author:Dhingra R",
"Impact of insulin resistance on risk of type 2 diabetes and cardiovascular disease in people with metabolic syndrome.","/pubmed/17259468","Meigs JB, Rutter MK, Sullivan LM, Fox CS, D'Agostino RB Sr, Wilson PW.","Diabetes Care. 2007 May;30(5):1219-25.","Diabetes Care.  2007","PubMed","citation","PMID:17259468","pubmed","17259468","create date:2007/01/30 | first author:Meigs JB",
"Left ventricular mass, blood pressure, and lowered cognitive performance in the Framingham offspring.","/pubmed/17224472","Elias MF, Sullivan LM, Elias PK, D'Agostino RB Sr, Wolf PA, Seshadri S, Au R, Benjamin EJ, Vasan RS.","Hypertension. 2007 Mar;49(3):439-45.","Hypertension.  2007","PubMed","citation","PMID:17224472","pubmed","17224472","create date:2007/01/17 | first author:Elias MF",
"Client factors associated with length of stay in methadone treatment among heroin users who inject drugs: quantitative analysis of state-level substance abuse treatment utilization data.","/pubmed/21768929","Lundgren LM, Sullivan LM, Maina AW, Schilling RF.","J Addict Med. 2007 Mar;1(1):26-32. doi: 10.1097/ADM.0b013e318044e8fe.","J Addict Med.  2007","PubMed","citation","PMID:21768929","pubmed","21768929","create date:2007/03/01 | first author:Lundgren LM",
"Marital status, marital strain, and risk of coronary heart disease or total mortality: the Framingham Offspring Study.","/pubmed/17634565","Eaker ED, Sullivan LM, Kelly-Hayes M, D'Agostino RB Sr, Benjamin EJ.","Psychosom Med. 2007 Jul-Aug;69(6):509-13.","Psychosom Med.  2007","PubMed","citation","PMID:17634565","pubmed","17634565","create date:2007/07/20 | first author:Eaker ED",
"Social networks and inflammatory markers in the Framingham Heart Study.","/pubmed/16441967","Loucks EB, Sullivan LM, D'Agostino RB Sr, Larson MG, Berkman LF, Benjamin EJ.","J Biosoc Sci. 2006 Nov;38(6):835-42.","J Biosoc Sci.  2006","PubMed","citation","PMID:16441967","pubmed","16441967","create date:2006/01/31 | first author:Loucks EB",
"Pregnancy loss rates after midtrimester amniocentesis.","/pubmed/17077226","Eddleman KA, Malone FD, Sullivan L, Dukes K, Berkowitz RL, Kharbutli Y, Porter TF, Luthy DA, Comstock CH, Saade GR, Klugman S, Dugoff L, Craigo SD, Timor-Tritsch IE, Carr SR, Wolfe HM, D'Alton ME.","Obstet Gynecol. 2006 Nov;108(5):1067-72.","Obstet Gynecol.  2006","PubMed","citation","PMID:17077226","pubmed","17077226","create date:2006/11/02 | first author:Eddleman KA",
"Estimation from samples.","/pubmed/16880342","Sullivan LM.","Circulation. 2006 Aug 1;114(5):445-9. No abstract available. ","Circulation.  2006","PubMed","citation","PMID:16880342","pubmed","16880342","create date:2006/08/02 | first author:Sullivan LM",
"Body mass index, metabolic syndrome, and risk of type 2 diabetes or cardiovascular disease.","/pubmed/16735483","Meigs JB, Wilson PW, Fox CS, Vasan RS, Nathan DM, Sullivan LM, D'Agostino RB.","J Clin Endocrinol Metab. 2006 Aug;91(8):2906-12.","J Clin Endocrinol Metab.  2006","PubMed","citation","PMID:16735483","pubmed","16735483","create date:2006/06/01 | first author:Meigs JB",
"Psychosocial correlates of pregnant women's attitudes toward prenatal maternal serum screening and invasive diagnostic testing: beyond traditional risk status.","/pubmed/16792517","Lumley MA, Zamerowski ST, Jackson L, Dukes K, Sullivan L.","Genet Test. 2006 Summer;10(2):131-8.","Genet Test.  2006","PubMed","citation","PMID:16792517","pubmed","16792517","create date:2006/06/24 | first author:Lumley MA",
"Association of educational level with inflammatory markers in the Framingham Offspring Study.","/pubmed/16421236","Loucks EB, Sullivan LM, Hayes LJ, D'Agostino RB Sr, Larson MG, Vasan RS, Benjamin EJ, Berkman LF.","Am J Epidemiol. 2006 Apr 1;163(7):622-8.","Am J Epidemiol.  2006","PubMed","citation","PMID:16421236","pubmed","16421236","create date:2006/01/20 | first author:Loucks EB",
"How do treatment repeaters use the drug treatment system? An analysis of injection drug users in Massachusetts.","/pubmed/16490675","Lundgren LM, Sullivan L, Amodeo M.","J Subst Abuse Treat. 2006 Mar;30(2):121-8.","J Subst Abuse Treat.  2006","PubMed","citation","PMID:16490675","pubmed","16490675","create date:2006/02/24 | first author:Lundgren LM",
"Early access to prenatal care: implications for racial disparity in perinatal mortality.","/pubmed/16507934","Healy AJ, Malone FD, Sullivan LM, Porter TF, Luthy DA, Comstock CH, Saade G, Berkowitz R, Klugman S, Dugoff L, Craigo SD, Timor-Tritsch I, Carr SR, Wolfe HM, Bianchi DW, D'Alton ME; FASTER Trial Research Consortium..","Obstet Gynecol. 2006 Mar;107(3):625-31.","Obstet Gynecol.  2006","PubMed","citation","PMID:16507934","pubmed","16507934","create date:2006/03/02 | first author:Healy AJ",
"Hemostatic markers of endothelial dysfunction and risk of incident type 2 diabetes: the Framingham Offspring Study.","/pubmed/16443791","Meigs JB, O'donnell CJ, Tofler GH, Benjamin EJ, Fox CS, Lipinska I, Nathan DM, Sullivan LM, D'Agostino RB, Wilson PW.","Diabetes. 2006 Feb;55(2):530-7.","Diabetes.  2006","PubMed","citation","PMID:16443791","pubmed","16443791","create date:2006/01/31 | first author:Meigs JB",
"Metabolic syndrome compared with type 2 diabetes mellitus as a risk factor for stroke: the Framingham Offspring Study.","/pubmed/16401818","Najarian RM, Sullivan LM, Kannel WB, Wilson PW, D'Agostino RB, Wolf PA.","Arch Intern Med. 2006 Jan 9;166(1):106-11.","Arch Intern Med.  2006","PubMed","citation","PMID:16401818","pubmed","16401818","create date:2006/01/13 | first author:Najarian RM",
"Increased small low-density lipoprotein particle number: a prominent feature of the metabolic syndrome in the Framingham Heart Study.","/pubmed/16380547","Kathiresan S, Otvos JD, Sullivan LM, Keyes MJ, Schaefer EJ, Wilson PW, D'Agostino RB, Vasan RS, Robins SJ.","Circulation. 2006 Jan 3;113(1):20-9.","Circulation.  2006","PubMed","citation","PMID:16380547","pubmed","16380547","create date:2005/12/29 | first author:Kathiresan S",
"Atrial fibrillation is associated with lower cognitive performance in the Framingham offspring men.","/pubmed/17904078","Elias MF, Sullivan LM, Elias PK, Vasan RS, D'Agostino RB Sr, Seshadri S, Au R, Wolf PA, Benjamin EJ.","J Stroke Cerebrovasc Dis. 2006 Sep-Oct;15(5):214-22.","J Stroke Cerebrovasc Dis.  2006","PubMed","citation","PMID:17904078","pubmed","17904078","create date:2007/10/02 | first author:Elias MF",
"Obesity, diabetes and cognitive deficit: The Framingham Heart Study.","/pubmed/16223549","Elias MF, Elias PK, Sullivan LM, Wolf PA, D'Agostino RB.","Neurobiol Aging. 2005 Dec;26 Suppl 1:11-6.","Neurobiol Aging.  2005","PubMed","citation","PMID:16223549","pubmed","16223549","create date:2005/10/15 | first author:Elias MF",
"A comparison of ten-year cardiac risk estimates in schizophrenia patients from the CATIE study and matched controls.","/pubmed/16198088","Goff DC, Sullivan LM, McEvoy JP, Meyer JM, Nasrallah HA, Daumit GL, Lamberti S, D'Agostino RB, Stroup TS, Davis S, Lieberman JA.","Schizophr Res. 2005 Dec 1;80(1):45-53.","Schizophr Res.  2005","PubMed","citation","PMID:16198088","pubmed","16198088","create date:2005/10/04 | first author:Goff DC",
"Prevalence of the metabolic syndrome in patients with schizophrenia: baseline results from the Clinical Antipsychotic Trials of Intervention Effectiveness (CATIE) schizophrenia trial and comparison with national estimates from NHANES III.","/pubmed/16137860","McEvoy JP, Meyer JM, Goff DC, Nasrallah HA, Davis SM, Sullivan L, Meltzer HY, Hsiao J, Scott Stroup T, Lieberman JA.","Schizophr Res. 2005 Dec 1;80(1):19-32.","Schizophr Res.  2005","PubMed","citation","PMID:16137860","pubmed","16137860","create date:2005/09/03 | first author:McEvoy JP",
"Metabolic syndrome as a precursor of cardiovascular disease and type 2 diabetes mellitus.","/pubmed/16275870","Wilson PW, D'Agostino RB, Parise H, Sullivan L, Meigs JB.","Circulation. 2005 Nov 15;112(20):3066-72.","Circulation.  2005","PubMed","citation","PMID:16275870","pubmed","16275870","create date:2005/11/09 | first author:Wilson PW",
"Insulin resistance, the metabolic syndrome, and incident cardiovascular events in the Framingham Offspring Study.","/pubmed/16249452","Rutter MK, Meigs JB, Sullivan LM, D'Agostino RB Sr, Wilson PW.","Diabetes. 2005 Nov;54(11):3252-7.","Diabetes.  2005","PubMed","citation","PMID:16249452","pubmed","16249452","create date:2005/10/27 | first author:Rutter MK",
"Homocysteine and cognitive performance in the Framingham offspring study: age is important.","/pubmed/16107567","Elias MF, Sullivan LM, D'Agostino RB, Elias PK, Jacques PF, Selhub J, Seshadri S, Au R, Beiser A, Wolf PA.","Am J Epidemiol. 2005 Oct 1;162(7):644-53.","Am J Epidemiol.  2005","PubMed","citation","PMID:16107567","pubmed","16107567","create date:2005/08/19 | first author:Elias MF",
"Quad screen as a predictor of adverse pregnancy outcome.","/pubmed/16055573","Dugoff L, Hobbins JC, Malone FD, Vidaver J, Sullivan L, Canick JA, Lambert-Messerlian GM, Porter TF, Luthy DA, Comstock CH, Saade G, Eddleman K, Merkatz IR, Craigo SD, Timor-Tritsch IE, Carr SR, Wolfe HM, D'Alton ME; FASTER Trial Research Consortium..","Obstet Gynecol. 2005 Aug;106(2):260-7.","Obstet Gynecol.  2005","PubMed","citation","PMID:16055573","pubmed","16055573","create date:2005/08/02 | first author:Dugoff L",
"Relative importance of borderline and elevated levels of coronary heart disease risk factors.","/pubmed/15767617","Vasan RS, Sullivan LM, Wilson PW, Sempos CT, Sundström J, Kannel WB, Levy D, D'Agostino RB.","Ann Intern Med. 2005 Mar 15;142(6):393-402. Erratum in: Ann Intern Med. 2005 Apr 19;142(8):681. ","Ann Intern Med.  2005","PubMed","citation","PMID:15767617","pubmed","15767617","create date:2005/03/16 | first author:Vasan RS",
"Persistent elevation of cell-free fetal DNA levels in maternal plasma after selective laser coagulation of chorionic plate anastomoses in severe midgestational twin-twin transfusion syndrome.","/pubmed/15696010","Wataganara T, Gratacos E, Jani J, Becker J, Lewi L, Sullivan LM, Bianchi DW, Deprest JA.","Am J Obstet Gynecol. 2005 Feb;192(2):604-9.","Am J Obstet Gynecol.  2005","PubMed","citation","PMID:15696010","pubmed","15696010","create date:2005/02/08 | first author:Wataganara T",
"A randomized controlled trial to enhance antiretroviral therapy adherence in patients with a history of alcohol problems.","/pubmed/15751766","Samet JH, Horton NJ, Meli S, Dukes K, Tripps T, Sullivan L, Freedberg KA.","Antivir Ther. 2005;10(1):83-93.","Antivir Ther.  2005","PubMed","citation","PMID:15751766","pubmed","15751766","create date:2005/03/09 | first author:Samet JH",
"Changes of cell-free fetal DNA in maternal plasma after elective termination of pregnancy.","/pubmed/15528293","Wataganara T, Chen AY, LeShane ES, Sullivan LM, Borgatta L, Bianchi DW, Johnson KL.","Clin Chem. 2005 Jan;51(1):217-9. No abstract available. ","Clin Chem.  2005","PubMed","citation","PMID:15528293","pubmed","15528293","create date:2004/11/06 | first author:Wataganara T",
"Relations of serum uric acid to longitudinal blood pressure tracking and hypertension incidence.","/pubmed/15569852","Sundström J, Sullivan L, D'Agostino RB, Levy D, Kannel WB, Vasan RS.","Hypertension. 2005 Jan;45(1):28-33.","Hypertension.  2005","PubMed","citation","PMID:15569852","pubmed","15569852","create date:2004/12/01 | first author:Sundström J",
"Tension and anxiety and the prediction of the 10-year incidence of coronary heart disease, atrial fibrillation, and total mortality: the Framingham Offspring Study.","/pubmed/16204425","Eaker ED, Sullivan LM, Kelly-Hayes M, D'Agostino RB Sr, Benjamin EJ.","Psychosom Med. 2005 Sep-Oct;67(5):692-6.","Psychosom Med.  2005","PubMed","citation","PMID:16204425","pubmed","16204425","create date:2005/10/06 | first author:Eaker ED",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Serum cholesterol and cognitive performance in the Framingham Heart Study.","/pubmed/15673620","Elias PK, Elias MF, D'Agostino RB, Sullivan LM, Wolf PA.","Psychosom Med. 2005 Jan-Feb;67(1):24-30.","Psychosom Med.  2005","PubMed","citation","PMID:15673620","pubmed","15673620","create date:2005/01/28 | first author:Elias PK",
"Carbothermal transformation of a graphitic carbon nanofiber/silica aerogel composite to a SiC/silica nanocomposite.","/pubmed/15570963","Lu W, Steigerwalt ES, Moore JT, Sullivan LM, Collins WE, Lukehart CM.","J Nanosci Nanotechnol. 2004 Sep;4(7):803-8.","J Nanosci Nanotechnol.  2004","PubMed","citation","PMID:15570963","pubmed","15570963","create date:2004/12/02 | first author:Lu W",
"Graphitic carbon nanofiber (GCNF)/polymer materials. I. GCNF/epoxy monoliths using hexanediamine linker molecules.","/pubmed/15570962","Zhong WH, Li J, Xu LR, Michel JA, Sullivan LM, Lukehart CM.","J Nanosci Nanotechnol. 2004 Sep;4(7):794-802.","J Nanosci Nanotechnol.  2004","PubMed","citation","PMID:15570962","pubmed","15570962","create date:2004/12/02 | first author:Zhong WH",
"C-reactive protein, the metabolic syndrome, and prediction of cardiovascular events in the Framingham Offspring Study.","/pubmed/15262834","Rutter MK, Meigs JB, Sullivan LM, D'Agostino RB Sr, Wilson PW.","Circulation. 2004 Jul 27;110(4):380-5.","Circulation.  2004","PubMed","citation","PMID:15262834","pubmed","15262834","create date:2004/07/21 | first author:Rutter MK",
"Concept and usefulness of cardiovascular risk profiles.","/pubmed/15215787","Kannel WB, D'Agostino RB, Sullivan L, Wilson PW.","Am Heart J. 2004 Jul;148(1):16-26.","Am Heart J.  2004","PubMed","citation","PMID:15215787","pubmed","15215787","create date:2004/06/25 | first author:Kannel WB",
"Labor induction in women with an unfavorable Bishop score: randomized controlled trial of intrauterine Foley catheter with concurrent oxytocin infusion versus Foley catheter with extra-amniotic saline infusion with concurrent oxytocin infusion.","/pubmed/15295370","Guinn DA, Davies JK, Jones RO, Sullivan L, Wolf D.","Am J Obstet Gynecol. 2004 Jul;191(1):225-9.","Am J Obstet Gynecol.  2004","PubMed","citation","PMID:15295370","pubmed","15295370","create date:2004/08/06 | first author:Guinn DA",
"Circulating cell-free fetal nucleic acid analysis may be a novel marker of fetomaternal hemorrhage after elective first-trimester termination of pregnancy.","/pubmed/15251951","Wataganara T, Leshane ES, Chen AY, Sullivan LM, Peter I, Borgatta L, Johnson KL, Bianchi DW.","Ann N Y Acad Sci. 2004 Jun;1022:129-34.","Ann N Y Acad Sci.  2004","PubMed","citation","PMID:15251951","pubmed","15251951","create date:2004/07/15 | first author:Wataganara T",
"Using metabolic syndrome traits for efficient detection of impaired glucose tolerance.","/pubmed/15161798","Meigs JB, Williams K, Sullivan LM, Hunt KJ, Haffner SM, Stern MP, González Villalpando C, Perhanidis JS, Nathan DM, D'Agostino RB Jr, D'Agostino RB Sr, Wilson PW.","Diabetes Care. 2004 Jun;27(6):1417-26.","Diabetes Care.  2004","PubMed","citation","PMID:15161798","pubmed","15161798","create date:2004/05/27 | first author:Meigs JB",
"Presentation of multivariate data for clinical use: The Framingham Study risk score functions.","/pubmed/15122742","Sullivan LM, Massaro JM, D'Agostino RB Sr.","Stat Med. 2004 May 30;23(10):1631-60. Review.","Stat Med.  2004","PubMed","citation","PMID:15122742","pubmed","15122742","create date:2004/05/04 | first author:Sullivan LM",
"Does job strain increase the risk for coronary heart disease or death in men and women? The Framingham Offspring Study.","/pubmed/15128607","Eaker ED, Sullivan LM, Kelly-Hayes M, D'Agostino RB Sr, Benjamin EJ.","Am J Epidemiol. 2004 May 15;159(10):950-8.","Am J Epidemiol.  2004","PubMed","citation","PMID:15128607","pubmed","15128607","create date:2004/05/07 | first author:Eaker ED",
"Anger and hostility predict the development of atrial fibrillation in men in the Framingham Offspring Study.","/pubmed/14993133","Eaker ED, Sullivan LM, Kelly-Hayes M, D'Agostino RB Sr, Benjamin EJ.","Circulation. 2004 Mar 16;109(10):1267-71.","Circulation.  2004","PubMed","citation","PMID:14993133","pubmed","14993133","create date:2004/03/03 | first author:Eaker ED",
"The significant effect of diabetes duration on coronary heart disease mortality: the Framingham Heart Study.","/pubmed/14988289","Fox CS, Sullivan L, D'Agostino RB Sr, Wilson PW; Framingham Heart Study..","Diabetes Care. 2004 Mar;27(3):704-8.","Diabetes Care.  2004","PubMed","citation","PMID:14988289","pubmed","14988289","create date:2004/02/28 | first author:Fox CS",
"Relations of plasma homocysteine to left ventricular structure and function: the Framingham Heart Study.","/pubmed/15039133","Sundström J, Sullivan L, Selhub J, Benjamin EJ, D'Agostino RB, Jacques PF, Rosenberg IH, Levy D, Wilson PW, Vasan RS; Framingham Heart Study..","Eur Heart J. 2004 Mar;25(6):523-30.","Eur Heart J.  2004","PubMed","citation","PMID:15039133","pubmed","15039133","create date:2004/03/25 | first author:Sundström J",
"Cell-free fetal DNA levels in maternal plasma after elective first-trimester termination of pregnancy.","/pubmed/15037414","Wataganara T, Chen AY, LeShane ES, Sullivan LM, Borgatta L, Bianchi DW, Johnson KL.","Fertil Steril. 2004 Mar;81(3):638-44.","Fertil Steril.  2004","PubMed","citation","PMID:15037414","pubmed","15037414","create date:2004/03/24 | first author:Wataganara T",
"Single versus weekly courses of antenatal corticosteroids in preterm premature rupture of membranes.","/pubmed/14754695","Lee MJ, Davies J, Guinn D, Sullivan L, Atkinson MW, McGregor S, Parilla BV, Hanlon-Lundberg K, Simpson L, Stone J, Wing D, Ogasawara K, Muraskas J.","Obstet Gynecol. 2004 Feb;103(2):274-81.","Obstet Gynecol.  2004","PubMed","citation","PMID:14754695","pubmed","14754695","create date:2004/02/03 | first author:Lee MJ",
"Framingham stroke risk profile and lowered cognitive performance.","/pubmed/14726556","Elias MF, Sullivan LM, D'Agostino RB, Elias PK, Beiser A, Au R, Seshadri S, DeCarli C, Wolf PA.","Stroke. 2004 Feb;35(2):404-9.","Stroke.  2004","PubMed","citation","PMID:14726556","pubmed","14726556","create date:2004/01/17 | first author:Elias MF",
"Managing and analysing data from a large-scale study on Framingham Offspring relating brain structure to cognitive function.","/pubmed/14716734","Massaro JM, D'Agostino RB Sr, Sullivan LM, Beiser A, DeCarli C, Au R, Elias MF, Wolf PA.","Stat Med. 2004 Jan 30;23(2):351-67.","Stat Med.  2004","PubMed","citation","PMID:14716734","pubmed","14716734","create date:2004/01/13 | first author:Massaro JM",
"New norms for a new generation: cognitive performance in the framingham offspring cohort.","/pubmed/15371099","Au R, Seshadri S, Wolf PA, Elias M, Elias P, Sullivan L, Beiser A, D'Agostino RB.","Exp Aging Res. 2004 Oct-Dec;30(4):333-58.","Exp Aging Res.  2004","PubMed","citation","PMID:15371099","pubmed","15371099","create date:2004/09/17 | first author:Au R",
"Plasma homocysteine, hypertension incidence, and blood pressure tracking: the Framingham Heart Study.","/pubmed/14597642","Sundström J, Sullivan L, D'Agostino RB, Jacques PF, Selhub J, Rosenberg IH, Wilson PW, Levy D, Vasan RS.","Hypertension. 2003 Dec;42(6):1100-5.","Hypertension.  2003","PubMed","citation","PMID:14597642","pubmed","14597642","create date:2003/11/05 | first author:Sundström J",
"Nonoccupational postexposure HIV prevention: emergency physicians' current practices, attitudes, and beliefs.","/pubmed/14581917","McCausland JB, Linden JA, Degutis LC, Ramanujam P, Sullivan LM, D'onofrio G.","Ann Emerg Med. 2003 Nov;42(5):651-6.","Ann Emerg Med.  2003","PubMed","citation","PMID:14581917","pubmed","14581917","create date:2003/10/29 | first author:McCausland JB",
"Health status among women with menstrual symptoms.","/pubmed/14670171","Barnard K, Frayne SM, Skinner KM, Sullivan LM.","J Womens Health (Larchmt). 2003 Nov;12(9):911-9.","J Womens Health (Larchmt).  2003","PubMed","citation","PMID:14670171","pubmed","14670171","create date:2003/12/13 | first author:Barnard K",
"Serum insulin-like growth factor I and risk for heart failure in elderly individuals without a previous myocardial infarction: the Framingham Heart Study.","/pubmed/14568852","Vasan RS, Sullivan LM, D'Agostino RB, Roubenoff R, Harris T, Sawyer DB, Levy D, Wilson PW.","Ann Intern Med. 2003 Oct 21;139(8):642-8.","Ann Intern Med.  2003","PubMed","citation","PMID:14568852","pubmed","14568852","create date:2003/10/22 | first author:Vasan RS",
"Discontinuation from HIV medical care: squandering treatment opportunities.","/pubmed/12739303","Samet JH, Freedberg KA, Savetsky JB, Sullivan LM, Padmanabhan L, Stein MD.","J Health Care Poor Underserved. 2003 May;14(2):244-55.","J Health Care Poor Underserved.  2003","PubMed","citation","PMID:12739303","pubmed","12739303","create date:2003/05/13 | first author:Samet JH",
"Sexual assault while in the military: violence as a predictor of cardiac risk?","/pubmed/12816405","Frayne SM, Skinner KM, Sullivan LM, Freund KM.","Violence Vict. 2003 Apr;18(2):219-25.","Violence Vict.  2003","PubMed","citation","PMID:12816405","pubmed","12816405","create date:2003/06/21 | first author:Frayne SM",
"Inflammatory markers and risk of heart failure in elderly subjects without prior myocardial infarction: the Framingham Heart Study.","/pubmed/12654604","Vasan RS, Sullivan LM, Roubenoff R, Dinarello CA, Harris T, Benjamin EJ, Sawyer DB, Levy D, Wilson PW, D'Agostino RB; Framingham Heart Study..","Circulation. 2003 Mar 25;107(11):1486-91.","Circulation.  2003","PubMed","citation","PMID:12654604","pubmed","12654604","create date:2003/03/26 | first author:Vasan RS",
"Addressing alcohol problems in primary care: a cluster randomized, controlled trial of a systems intervention. The screening and intervention in primary care (SIP) study.","/pubmed/12614089","Saitz R, Horton NJ, Sullivan LM, Moskowitz MA, Samet JH.","Ann Intern Med. 2003 Mar 4;138(5):372-82.","Ann Intern Med.  2003","PubMed","citation","PMID:12614089","pubmed","12614089","create date:2003/03/05 | first author:Saitz R",
"[Coronary risk estimation in Spain using a calibrated Framingham function].","/pubmed/12622955","Marrugat J, Solanas P, D'Agostino R, Sullivan L, Ordovas J, Cordón F, Ramos R, Sala J, Masià R, Rohlfs I, Elosua R, Kannel WB.","Rev Esp Cardiol. 2003 Mar;56(3):253-61. Spanish. ","Rev Esp Cardiol.  2003","PubMed","citation","PMID:12622955","pubmed","12622955","create date:2003/03/08 | first author:Marrugat J",
"Non-inferiority trials: design concepts and issues - the encounters of academic consultants in statistics.","/pubmed/12520555","D'Agostino RB Sr, Massaro JM, Sullivan LM.","Stat Med. 2003 Jan 30;22(2):169-86.","Stat Med.  2003","PubMed","citation","PMID:12520555","pubmed","12520555","create date:2003/01/10 | first author:D'Agostino RB Sr",
"Overweight and obesity as determinants of cardiovascular risk: the Framingham experience.","/pubmed/12196085","Wilson PW, D'Agostino RB, Sullivan L, Parise H, Kannel WB.","Arch Intern Med. 2002 Sep 9;162(16):1867-72.","Arch Intern Med.  2002","PubMed","citation","PMID:12196085","pubmed","12196085","create date:2002/08/28 | first author:Wilson PW",
"Improving emergency medicine residents' approach to patients with alcohol problems: a controlled educational trial.","/pubmed/12085073","D'Onofrio G, Nadel ES, Degutis LC, Sullivan LM, Casper K, Bernstein E, Samet JH.","Ann Emerg Med. 2002 Jul;40(1):50-62.","Ann Emerg Med.  2002","PubMed","citation","PMID:12085073","pubmed","12085073","create date:2002/06/27 | first author:D'Onofrio G",
"Professional satisfaction experienced when caring for substance-abusing patients: faculty and resident physician perspectives.","/pubmed/12047735","Saitz R, Friedmann PD, Sullivan LM, Winter MR, Lloyd-Travaglini C, Moskowitz MA, Samet JH.","J Gen Intern Med. 2002 May;17(5):373-6.","J Gen Intern Med.  2002","PubMed","citation","PMID:12047735 | PMCID:PMC1495049","pubmed","12047735","create date:2002/06/06 | first author:Saitz R",
"Using evidence-based practice to develop a protocol for postoperative surgical intensive care unit patients.","/pubmed/12359996","Grossman S, Bautista C, Sullivan L.","Dimens Crit Care Nurs. 2002 Sep-Oct;21(5):206-14.","Dimens Crit Care Nurs.  2002","PubMed","citation","PMID:12359996","pubmed","12359996","create date:2002/10/03 | first author:Grossman S",
"Training Community-Based Clinicians in Screening and Brief Intervention for Substance Abuse Problems: Translating Evidence into Practice.","/pubmed/12466645","Saitz R, Sullivan LM, Samet JH.","Subst Abus. 2000 Mar;21(1):21-31.","Subst Abus.  2000","PubMed","citation","PMID:12466645","pubmed","12466645","create date:2002/12/06 | first author:Saitz R",
