Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Variants in ZFHX3 are associated with atrial fibrillation in individuals of European ancestry.","/pubmed/19597492","Benjamin EJ, Rice KM, Arking DE, Pfeufer A, van Noord C, Smith AV, Schnabel RB, Bis JC, Boerwinkle E, Sinner MF, Dehghan A, Lubitz SA, D'Agostino RB Sr, Lumley T, Ehret GB, Heeringa J, Aspelund T, Newton-Cheh C, Larson MG, Marciante KD, Soliman EZ, Rivadeneira F, et al.","Nat Genet. 2009 Aug;41(8):879-81. doi: 10.1038/ng.416.","Nat Genet.  2009","PubMed","citation","PMID:19597492 | PMCID:PMC2761746","pubmed","19597492","create date:2009/07/15 | first author:Benjamin EJ",
"Estimating the probability of de novo HD cases from transmissions of expanded penetrant CAG alleles in the Huntington disease gene from male carriers of high normal alleles (27-35 CAG).","/pubmed/19507258","Hendricks AE, Latourelle JC, Lunetta KL, Cupples LA, Wheeler V, MacDonald ME, Gusella JF, Myers RH.","Am J Med Genet A. 2009 Jul;149A(7):1375-81. doi: 10.1002/ajmg.a.32901.","Am J Med Genet A.  2009","PubMed","citation","PMID:19507258 | PMCID:PMC2724761","pubmed","19507258","create date:2009/06/10 | first author:Hendricks AE",
"Clinical and genetic factors associated with lipoprotein-associated phospholipase A2 in the Framingham Heart Study.","/pubmed/19135199","Schnabel R, Dupuis J, Larson MG, Lunetta KL, Robins SJ, Zhu Y, Rong J, Yin X, Stirnadel HA, Nelson JJ, Wilson PW, Keaney JF, Vasan RS, Benjamin EJ.","Atherosclerosis. 2009 Jun;204(2):601-7. doi: 10.1016/j.atherosclerosis.2008.10.030.","Atherosclerosis.  2009","PubMed","citation","PMID:19135199 | PMCID:PMC2893025","pubmed","19135199","create date:2009/01/13 | first author:Schnabel R",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"The relation of genetic and environmental factors to systemic inflammatory biomarker concentrations.","/pubmed/20031590","Schnabel RB, Lunetta KL, Larson MG, Dupuis J, Lipinska I, Rong J, Chen MH, Zhao Z, Yamamoto JF, Meigs JB, Nicaud V, Perret C, Zeller T, Blankenberg S, Tiret L, Keaney JF Jr, Vasan RS, Benjamin EJ.","Circ Cardiovasc Genet. 2009 Jun;2(3):229-37. doi: 10.1161/CIRCGENETICS.108.804245.","Circ Cardiovasc Genet.  2009","PubMed","citation","PMID:20031590 | PMCID:PMC2897047","pubmed","20031590","create date:2009/12/25 | first author:Schnabel RB",
"Meta-analysis of genome-wide association data identifies two loci influencing age at menarche.","/pubmed/19448620","Perry JR, Stolk L, Franceschini N, Lunetta KL, Zhai G, McArdle PF, Smith AV, Aspelund T, Bandinelli S, Boerwinkle E, Cherkas L, Eiriksdottir G, Estrada K, Ferrucci L, Folsom AR, Garcia M, Gudnason V, Hofman A, Karasik D, Kiel DP, Launer LJ, van Meurs J, et al.","Nat Genet. 2009 Jun;41(6):648-50. doi: 10.1038/ng.386.","Nat Genet.  2009","PubMed","citation","PMID:19448620 | PMCID:PMC2942986","pubmed","19448620","create date:2009/05/19 | first author:Perry JR",
"Large scale replication and meta-analysis of variants on chromosome 4q25 associated with atrial fibrillation.","/pubmed/19141561","Kääb S, Darbar D, van Noord C, Dupuis J, Pfeufer A, Newton-Cheh C, Schnabel R, Makino S, Sinner MF, Kannankeril PJ, Beckmann BM, Choudry S, Donahue BS, Heeringa J, Perz S, Lunetta KL, Larson MG, Levy D, MacRae CA, Ruskin JN, Wacker A, Schömig A, et al.","Eur Heart J. 2009 Apr;30(7):813-9. doi: 10.1093/eurheartj/ehn578.","Eur Heart J.  2009","PubMed","citation","PMID:19141561 | PMCID:PMC2663727","pubmed","19141561","create date:2009/01/15 | first author:Kääb S",
"Performance of random forest when SNPs are in linkage disequilibrium.","/pubmed/19265542","Meng YA, Yu Y, Cupples LA, Farrer LA, Lunetta KL.","BMC Bioinformatics. 2009 Mar 5;10:78. doi: 10.1186/1471-2105-10-78.","BMC Bioinformatics.  2009","PubMed","citation","PMID:19265542 | PMCID:PMC2666661","pubmed","19265542","create date:2009/03/07 | first author:Meng YA",
"Cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE) Consortium: Design of prospective meta-analyses of genome-wide association studies from 5 cohorts.","/pubmed/20031568","Psaty BM, O'Donnell CJ, Gudnason V, Lunetta KL, Folsom AR, Rotter JI, Uitterlinden AG, Harris TB, Witteman JC, Boerwinkle E; CHARGE Consortium..","Circ Cardiovasc Genet. 2009 Feb;2(1):73-80. doi: 10.1161/CIRCGENETICS.108.829747.","Circ Cardiovasc Genet.  2009","PubMed","citation","PMID:20031568 | PMCID:PMC2875693","pubmed","20031568","create date:2009/12/25 | first author:Psaty BM",
"Combined haplotype relative risk (CHRR): a general and simple genetic association test that combines trios and unrelated case-controls.","/pubmed/18636528","Guo CY, Lunetta KL, DeStefano AL, Cupples LA.","Genet Epidemiol. 2009 Jan;33(1):54-62. doi: 10.1002/gepi.20356.","Genet Epidemiol.  2009","PubMed","citation","PMID:18636528 | PMCID:PMC2700841","pubmed","18636528","create date:2008/07/19 | first author:Guo CY",
"Education attenuates the effect of medial temporal lobe atrophy on cognitive function in Alzheimer's disease: the MIRAGE study.","/pubmed/19542606","Perneczky R, Wagenpfeil S, Lunetta KL, Cupples LA, Green RC, DeCarli C, Farrer LA, Kurz A.","J Alzheimers Dis. 2009;17(4):855-62. doi: 10.3233/JAD-2009-1117.","J Alzheimers Dis.  2009","PubMed","citation","PMID:19542606 | PMCID:PMC2868929","pubmed","19542606","create date:2009/06/23 | first author:Perneczky R",
"Common variants at 30 loci contribute to polygenic dyslipidemia.","/pubmed/19060906","Kathiresan S, Willer CJ, Peloso GM, Demissie S, Musunuru K, Schadt EE, Kaplan L, Bennett D, Li Y, Tanaka T, Voight BF, Bonnycastle LL, Jackson AU, Crawford G, Surti A, Guiducci C, Burtt NP, Parish S, Clarke R, Zelenika D, Kubalanza KA, Morken MA, et al.","Nat Genet. 2009 Jan;41(1):56-65. doi: 10.1038/ng.291.","Nat Genet.  2009","PubMed","citation","PMID:19060906 | PMCID:PMC2881676","pubmed","19060906","create date:2008/12/09 | first author:Kathiresan S",
"Intergenerational and striatal CAG repeat instability in Huntington's disease knock-in mice involve different DNA repair genes.","/pubmed/18930147","Dragileva E, Hendricks A, Teed A, Gillis T, Lopez ET, Friedberg EC, Kucherlapati R, Edelmann W, Lunetta KL, MacDonald ME, Wheeler VC.","Neurobiol Dis. 2009 Jan;33(1):37-47. doi: 10.1016/j.nbd.2008.09.014.","Neurobiol Dis.  2009","PubMed","citation","PMID:18930147 | PMCID:PMC2811282","pubmed","18930147","create date:2008/10/22 | first author:Dragileva E",
"Association of distinct variants in SORL1 with cerebrovascular and neurodegenerative changes related to Alzheimer disease.","/pubmed/19064752","T Cuenco K, Lunetta KL, Baldwin CT, McKee AC, Guo J, Cupples LA, Green RC, St George-Hyslop PH, Chui H, DeCarli C, Farrer LA; MIRAGE Study Group..","Arch Neurol. 2008 Dec;65(12):1640-8. doi: 10.1001/archneur.65.12.1640.","Arch Neurol.  2008","PubMed","citation","PMID:19064752 | PMCID:PMC2719762","pubmed","19064752","create date:2008/12/10 | first author:T Cuenco K",
"Tamoxifen's protection against breast cancer recurrence is not reduced by concurrent use of the SSRI citalopram.","/pubmed/18665165","Lash TL, Pedersen L, Cronin-Fenton D, Ahern TP, Rosenberg CL, Lunetta KL, Silliman RA, Hamilton-Dutoit S, Garne JP, Ewertz M, Sørensen HT.","Br J Cancer. 2008 Aug 19;99(4):616-21. doi: 10.1038/sj.bjc.6604533.","Br J Cancer.  2008","PubMed","citation","PMID:18665165 | PMCID:PMC2527838","pubmed","18665165","create date:2008/07/31 | first author:Lash TL",
"Genetic association studies.","/pubmed/18591452","Lunetta KL.","Circulation. 2008 Jul 1;118(1):96-101. doi: 10.1161/CIRCULATIONAHA.107.700401. Review. No abstract available. ","Circulation.  2008","PubMed","citation","PMID:18591452","pubmed","18591452","create date:2008/07/02 | first author:Lunetta KL",
"Relations of inflammatory biomarkers and common genetic variants with arterial stiffness and wave reflection.","/pubmed/18426996","Schnabel R, Larson MG, Dupuis J, Lunetta KL, Lipinska I, Meigs JB, Yin X, Rong J, Vita JA, Newton-Cheh C, Levy D, Keaney JF Jr, Vasan RS, Mitchell GF, Benjamin EJ.","Hypertension. 2008 Jun;51(6):1651-7. doi: 10.1161/HYPERTENSIONAHA.107.105668.","Hypertension.  2008","PubMed","citation","PMID:18426996 | PMCID:PMC2892983","pubmed","18426996","create date:2008/04/23 | first author:Schnabel R",
"Clinical and genetic correlates of soluble P-selectin in the community.","/pubmed/17944986","Lee DS, Larson MG, Lunetta KL, Dupuis J, Rong J, Keaney JF Jr, Lipinska I, Baldwin CT, Vasan RS, Benjamin EJ.","J Thromb Haemost. 2008 Jan;6(1):20-31.","J Thromb Haemost.  2008","PubMed","citation","PMID:17944986","pubmed","17944986","create date:2007/10/20 | first author:Lee DS",
"Genome-wide association with bone mass and geometry in the Framingham Heart Study.","/pubmed/17903296","Kiel DP, Demissie S, Dupuis J, Lunetta KL, Murabito JM, Karasik D.","BMC Med Genet. 2007 Sep 19;8 Suppl 1:S14.","BMC Med Genet.  2007","PubMed","citation","PMID:17903296 | PMCID:PMC1995606","pubmed","17903296","create date:2007/10/16 | first author:Kiel DP",
"Genetic correlates of longevity and selected age-related phenotypes: a genome-wide association study in the Framingham Study.","/pubmed/17903295","Lunetta KL, D'Agostino RB Sr, Karasik D, Benjamin EJ, Guo CY, Govindaraju R, Kiel DP, Kelly-Hayes M, Massaro JM, Pencina MJ, Seshadri S, Murabito JM.","BMC Med Genet. 2007 Sep 19;8 Suppl 1:S13.","BMC Med Genet.  2007","PubMed","citation","PMID:17903295 | PMCID:PMC1995604","pubmed","17903295","create date:2007/10/16 | first author:Lunetta KL",
"Genome-wide association with select biomarker traits in the Framingham Heart Study.","/pubmed/17903293","Benjamin EJ, Dupuis J, Larson MG, Lunetta KL, Booth SL, Govindaraju DR, Kathiresan S, Keaney JF Jr, Keyes MJ, Lin JP, Meigs JB, Robins SJ, Rong J, Schnabel R, Vita JA, Wang TJ, Wilson PW, Wolf PA, Vasan RS.","BMC Med Genet. 2007 Sep 19;8 Suppl 1:S11.","BMC Med Genet.  2007","PubMed","citation","PMID:17903293 | PMCID:PMC1995615","pubmed","17903293","create date:2007/10/16 | first author:Benjamin EJ",
"Informative-transmission disequilibrium test (i-TDT): combined linkage and association mapping that includes unaffected offspring as well as affected offspring.","/pubmed/17123304","Guo CY, Lunetta KL, DeStefano AL, Ordovas JM, Cupples LA.","Genet Epidemiol. 2007 Feb;31(2):115-33.","Genet Epidemiol.  2007","PubMed","citation","PMID:17123304","pubmed","17123304","create date:2006/11/24 | first author:Guo CY",
"The neuronal sortilin-related receptor SORL1 is genetically associated with Alzheimer disease.","/pubmed/17220890","Rogaeva E, Meng Y, Lee JH, Gu Y, Kawarai T, Zou F, Katayama T, Baldwin CT, Cheng R, Hasegawa H, Chen F, Shibata N, Lunetta KL, Pardossi-Piquard R, Bohm C, Wakutani Y, Cupples LA, Cuenco KT, Green RC, Pinessi L, Rainero I, Sorbi S, et al.","Nat Genet. 2007 Feb;39(2):168-77.","Nat Genet.  2007","PubMed","citation","PMID:17220890 | PMCID:PMC2657343","pubmed","17220890","create date:2007/01/16 | first author:Rogaeva E",
"Heritability of magnetic resonance imaging (MRI) traits in Alzheimer disease cases and their siblings in the MIRAGE study.","/pubmed/17545732","Lunetta KL, Erlich PM, Cuenco KT, Cupples LA, Green RC, Farrer LA, Decarli C; MIRAGE Study Group..","Alzheimer Dis Assoc Disord. 2007 Apr-Jun;21(2):85-91.","Alzheimer Dis Assoc Disord.  2007","PubMed","citation","PMID:17545732","pubmed","17545732","create date:2007/06/05 | first author:Lunetta KL",
"The Framingham Heart Study 100K SNP genome-wide association study resource: overview of 17 phenotype working group reports.","/pubmed/17903291","Cupples LA, Arruda HT, Benjamin EJ, D'Agostino RB Sr, Demissie S, DeStefano AL, Dupuis J, Falls KM, Fox CS, Gottlieb DJ, Govindaraju DR, Guo CY, Heard-Costa NL, Hwang SJ, Kathiresan S, Kiel DP, Laramie JM, Larson MG, Levy D, Liu CY, Lunetta KL, Mailman MD, et al.","BMC Med Genet. 2007;8 Suppl 1:S1.","BMC Med Genet.  2007","PubMed","citation","PMID:17903291 | PMCID:PMC1995613","pubmed","17903291","create date:2007/10/02 | first author:Cupples LA",
"Two-stage approach for identifying single-nucleotide polymorphisms associated with rheumatoid arthritis using random forests and Bayesian networks.","/pubmed/18466556","Meng Y, Yang Q, Cuenco KT, Cupples LA, Destefano AL, Lunetta KL.","BMC Proc. 2007;1 Suppl 1:S56.","BMC Proc.  2007","PubMed","citation","PMID:18466556 | PMCID:PMC2367609","pubmed","18466556","create date:2008/05/10 | first author:Meng Y",
"Genetic association between endothelial nitric oxide synthase and Alzheimer disease.","/pubmed/16813604","Akomolafe A, Lunetta KL, Erlich PM, Cupples LA, Baldwin CT, Huyck M, Green RC, Farrer LA; MIRAGE Study Group..","Clin Genet. 2006 Jul;70(1):49-56.","Clin Genet.  2006","PubMed","citation","PMID:16813604","pubmed","16813604","create date:2006/07/04 | first author:Akomolafe A",
"Estrogen receptor alpha gene variation is associated with risk of myocardial infarction in more than seven thousand men from five cohorts.","/pubmed/16484614","Shearman AM, Cooper JA, Kotwinski PJ, Miller GJ, Humphries SE, Ardlie KG, Jordan B, Irenze K, Lunetta KL, Schuit SC, Uitterlinden AG, Pols HA, Demissie S, Cupples LA, Mendelsohn ME, Levy D, Housman DE.","Circ Res. 2006 Mar 17;98(5):590-2.","Circ Res.  2006","PubMed","citation","PMID:16484614","pubmed","16484614","create date:2006/02/18 | first author:Shearman AM",
"Polymorphisms in the PON gene cluster are associated with Alzheimer disease.","/pubmed/16319130","Erlich PM, Lunetta KL, Cupples LA, Huyck M, Green RC, Baldwin CT, Farrer LA; MIRAGE Study Group..","Hum Mol Genet. 2006 Jan 1;15(1):77-85.","Hum Mol Genet.  2006","PubMed","citation","PMID:16319130","pubmed","16319130","create date:2005/12/02 | first author:Erlich PM",
"Demonstrating stratification in a European American population.","/pubmed/16041375","Campbell CD, Ogburn EL, Lunetta KL, Lyon HN, Freedman ML, Groop LC, Altshuler D, Ardlie KG, Hirschhorn JN.","Nat Genet. 2005 Aug;37(8):868-72.","Nat Genet.  2005","PubMed","citation","PMID:16041375","pubmed","16041375","create date:2005/07/26 | first author:Campbell CD",
"Identifying SNPs predictive of phenotype using random forests.","/pubmed/15593090","Bureau A, Dupuis J, Falls K, Lunetta KL, Hayward B, Keith TP, Van Eerdewegh P.","Genet Epidemiol. 2005 Feb;28(2):171-82.","Genet Epidemiol.  2005","PubMed","citation","PMID:15593090","pubmed","15593090","create date:2004/12/14 | first author:Bureau A",
"Expectation maximization algorithm based haplotype relative risk (EM-HRR): test of linkage disequilibrium using incomplete case-parents trios.","/pubmed/15867473","Guo CY, DeStefano AL, Lunetta KL, Dupuis J, Cupples LA.","Hum Hered. 2005;59(3):125-35.","Hum Hered.  2005","PubMed","citation","PMID:15867473","pubmed","15867473","create date:2005/05/04 | first author:Guo CY",
"Screening large-scale association study data: exploiting interactions using random forests.","/pubmed/15588316","Lunetta KL, Hayward LB, Segal J, Van Eerdewegh P.","BMC Genet. 2004 Dec 10;5:32.","BMC Genet.  2004","PubMed","citation","PMID:15588316 | PMCID:PMC545646","pubmed","15588316","create date:2004/12/14 | first author:Lunetta KL",
"Testing for population subdivision and association in four case-control studies.","/pubmed/12096349","Ardlie KG, Lunetta KL, Seielstad M.","Am J Hum Genet. 2002 Aug;71(2):304-11.","Am J Hum Genet.  2002","PubMed","citation","PMID:12096349 | PMCID:PMC379163","pubmed","12096349","create date:2002/07/04 | first author:Ardlie KG",
"On the validity of the TDT test in the presence of comorbidity and ascertainment bias.","/pubmed/11754468","Robins JM, Smoller JW, Lunetta KL.","Genet Epidemiol. 2001 Dec;21(4):326-36.","Genet Epidemiol.  2001","PubMed","citation","PMID:11754468","pubmed","11754468","create date:2002/01/05 | first author:Robins JM",
"HIN-1, a putative cytokine highly expressed in normal but not cancerous mammary epithelial cells.","/pubmed/11481438","Krop IE, Sgroi D, Porter DA, Lunetta KL, LeVangie R, Seth P, Kaelin CM, Rhei E, Bosenberg M, Schnitt S, Marks JR, Pagon Z, Belina D, Razumovic J, Polyak K.","Proc Natl Acad Sci U S A. 2001 Aug 14;98(17):9796-801.","Proc Natl Acad Sci U S A.  2001","PubMed","citation","PMID:11481438 | PMCID:PMC55532","pubmed","11481438","create date:2001/08/02 | first author:Krop IE",
"Abnormalities of bone marrow mesenchymal cells in multiple myeloma patients.","/pubmed/11283920","Wallace SR, Oken MM, Lunetta KL, Panoskaltsis-Mortari A, Masellis AM.","Cancer. 2001 Apr 1;91(7):1219-30.","Cancer.  2001","PubMed","citation","PMID:11283920","pubmed","11283920","create date:2001/04/03 | first author:Wallace SR",
"Phenol sulfotransferases: hormonal regulation, polymorphism, and age of onset of breast cancer.","/pubmed/11156380","Seth P, Lunetta KL, Bell DW, Gray H, Nasser SM, Rhei E, Kaelin CM, Iglehart DJ, Marks JR, Garber JE, Haber DA, Polyak K.","Cancer Res. 2000 Dec 15;60(24):6859-63.","Cancer Res.  2000","PubMed","citation","PMID:11156380","pubmed","11156380","create date:2001/01/13 | first author:Seth P",
"Implications of comorbidity and ascertainment bias for identifying disease genes.","/pubmed/11121189","Smoller JW, Lunetta KL, Robins J.","Am J Med Genet. 2000 Dec 4;96(6):817-22.","Am J Med Genet.  2000","PubMed","citation","PMID:11121189","pubmed","11121189","create date:2000/12/20 | first author:Smoller JW",
"Somatic mitochondrial DNA (mtDNA) mutations in papillary thyroid carcinomas and differential mtDNA sequence variants in cases with thyroid tumours.","/pubmed/10803467","Yeh JJ, Lunetta KL, van Orsouw NJ, Moore FD Jr, Mutter GL, Vijg J, Dahia PL, Eng C.","Oncogene. 2000 Apr 13;19(16):2060-6.","Oncogene.  2000","PubMed","citation","PMID:10803467","pubmed","10803467","create date:2000/05/10 | first author:Yeh JJ",
"Family-based tests of association and linkage that use unaffected sibs, covariates, and interactions.","/pubmed/10677320","Lunetta KL, Faraone SV, Biederman J, Laird NM.","Am J Hum Genet. 2000 Feb;66(2):605-14.","Am J Hum Genet.  2000","PubMed","citation","PMID:10677320 | PMCID:PMC1288113","pubmed","10677320","create date:2000/03/21 | first author:Lunetta KL",
"PTEN mutation spectrum and genotype-phenotype correlations in Bannayan-Riley-Ruvalcaba syndrome suggest a single entity with Cowden syndrome.","/pubmed/10400993","Marsh DJ, Kum JB, Lunetta KL, Bennett MJ, Gorlin RJ, Ahmed SF, Bodurtha J, Crowe C, Curtis MA, Dasouki M, Dunn T, Feit H, Geraghty MT, Graham JM Jr, Hodgson SV, Hunter A, Korf BR, Manchester D, Miesfeldt S, Murday VA, Nathanson KL, Parisi M, et al.","Hum Mol Genet. 1999 Aug;8(8):1461-72.","Hum Mol Genet.  1999","PubMed","citation","PMID:10400993","pubmed","10400993","create date:1999/07/13 | first author:Marsh DJ",
"Using recursive partitioning for exploration and follow-up of linkage and association analyses.","/pubmed/10597468","Wilcox MA, Smoller JW, Lunetta KL, Neuberg D.","Genet Epidemiol. 1999;17 Suppl 1:S391-6.","Genet Epidemiol.  1999","PubMed","citation","PMID:10597468","pubmed","10597468","create date:1999/12/22 | first author:Wilcox MA",
"Exploring linkage for alcoholism using affection status and quantitative event related potential phenotypes.","/pubmed/10597443","Lunetta KL, Wilcox M, Smoller J, Neuberg D.","Genet Epidemiol. 1999;17 Suppl 1:S241-6.","Genet Epidemiol.  1999","PubMed","citation","PMID:10597443","pubmed","10597443","create date:1999/12/22 | first author:Lunetta KL",
"Mutation spectrum and genotype-phenotype analyses in Cowden disease and Bannayan-Zonana syndrome, two hamartoma syndromes with germline PTEN mutation.","/pubmed/9467011","Marsh DJ, Coulon V, Lunetta KL, Rocca-Serra P, Dahia PL, Zheng Z, Liaw D, Caron S, Duboué B, Lin AY, Richardson AL, Bonnetblanc JM, Bressieux JM, Cabarrot-Moreau A, Chompret A, Demange L, Eeles RA, Yahanda AM, Fearon ER, Fricker JP, Gorlin RJ, Hodgson SV, et al.","Hum Mol Genet. 1998 Mar;7(3):507-15.","Hum Mol Genet.  1998","PubMed","citation","PMID:9467011","pubmed","9467011","create date:1998/04/18 | first author:Marsh DJ",
"Strategy for mapping minor histocompatibility genes involved in graft-versus-host disease: a novel application of discordant sib pair methodology.","/pubmed/9811421","Lunetta KL, Rogus JJ.","Genet Epidemiol. 1998;15(6):595-607.","Genet Epidemiol.  1998","PubMed","citation","PMID:9811421","pubmed","9811421","create date:1998/11/12 | first author:Lunetta KL",
"Exclusion of PTEN and 10q22-24 as the susceptibility locus for juvenile polyposis syndrome.","/pubmed/9371495","Marsh DJ, Roth S, Lunetta KL, Hemminki A, Dahia PL, Sistonen P, Zheng Z, Caron S, van Orsouw NJ, Bodmer WF, Cottrell SE, Dunlop MG, Eccles D, Hodgson SV, Järvinen H, Kellokumpu I, Markie D, Neale K, Phillips R, Rozen P, Syngal S, Vijg J, et al.","Cancer Res. 1997 Nov 15;57(22):5017-21.","Cancer Res.  1997","PubMed","citation","PMID:9371495","pubmed","9371495","create date:1997/11/26 | first author:Marsh DJ",
"An allelic variant at the ATM locus is implicated in breast cancer susceptibility.","/pubmed/10464642","Larson GP, Zhang G, Ding S, Foldenauer K, Udar N, Gatti RA, Neuberg D, Lunetta KL, Ruckdeschel JC, Longmate J, Flanagan S, Krontiris TG.","Genet Test. 1997-1998;1(3):165-70.","Genet Test.  1997","PubMed","citation","PMID:10464642","pubmed","10464642","create date:1997/01/01 | first author:Larson GP",
"Polymorphism of adhesion molecule CD31 is not a significant risk factor for graft-versus-host disease.","/pubmed/8977234","Nichols WC, Antin JH, Lunetta KL, Terry VH, Hertel CE, Wheatley MA, Arnold ND, Siemieniak DR, Boehnke M, Ginsburg D.","Blood. 1996 Dec 15;88(12):4429-34.","Blood.  1996","PubMed","citation","PMID:8977234","pubmed","8977234","create date:1996/12/15 | first author:Nichols WC",
"Selected locus and multiple panel models for radiation hybrid mapping.","/pubmed/8751873","Lunetta KL, Boehnke M, Lange K, Cox DR.","Am J Hum Genet. 1996 Sep;59(3):717-25.","Am J Hum Genet.  1996","PubMed","citation","PMID:8751873 | PMCID:PMC1914929","pubmed","8751873","create date:1996/09/01 | first author:Lunetta KL",
"Linkage study of Best's vitelliform macular dystrophy (VMD2) in a large North American family.","/pubmed/8807324","Hou YC, Richards JE, Bingham EL, Pawar H, Scott K, Segal M, Lunetta KL, Boehnke M, Sieving PA.","Hum Hered. 1996 Jul-Aug;46(4):211-20.","Hum Hered.  1996","PubMed","citation","PMID:8807324","pubmed","8807324","create date:1996/07/01 | first author:Hou YC",
"Experimental design and error detection for polyploid radiation hybrid mapping.","/pubmed/9132269","Lunetta KL, Boehnke M, Lange K, Cox DR.","Genome Res. 1995 Sep;5(2):151-63.","Genome Res.  1995","PubMed","citation","PMID:9132269","pubmed","9132269","create date:1995/09/01 | first author:Lunetta KL",
"Statistical methods for polyploid radiation hybrid mapping.","/pubmed/9132268","Lange K, Boehnke M, Cox DR, Lunetta KL.","Genome Res. 1995 Sep;5(2):136-50.","Genome Res.  1995","PubMed","citation","PMID:9132268","pubmed","9132268","create date:1995/09/01 | first author:Lange K",
"Refined genetic mapping of juvenile X-linked retinoschisis.","/pubmed/7558052","Pawar H, Bingham EL, Lunetta KL, Segal M, Richards JE, Boehnke M, Sieving PA.","Hum Hered. 1995 Jul-Aug;45(4):206-10.","Hum Hered.  1995","PubMed","citation","PMID:7558052","pubmed","7558052","create date:1995/07/01 | first author:Pawar H",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Multipoint radiation hybrid mapping: comparison of methods, sample size requirements, and optimal study characteristics.","/pubmed/8088821","Lunetta KL, Boehnke M.","Genomics. 1994 May 1;21(1):92-103.","Genomics.  1994","PubMed","citation","PMID:8088821","pubmed","8088821","create date:1994/05/01 | first author:Lunetta KL",
"Inheritance of human plasma dopamine-beta-hydroxylase thermal stability.","/pubmed/1756947","Vuchetich JP, Dunnette J, Lunetta KL, Weinshilboum RM, Price RA.","Genet Epidemiol. 1991;8(4):237-51.","Genet Epidemiol.  1991","PubMed","citation","PMID:1756947","pubmed","1756947","create date:1991/01/01 | first author:Vuchetich JP",
